District,Borewell_ID,Borewell_Depth_ft,Water_Table_Depth_ft,Pump_Age_years,Daily_Usage_hours,Soil_Type,Region_Type,Annual_Rainfall_mm,Maintenance_Frequency_per_year,Motor_Temperature_C,Vibration_Level_mms,Voltage_Fluctuation_pct,Water_Yield_LPH,Casing_Pipe_Age_years,Failure_Risk_Score,Failure_Risk_Category,Failure_Within_6Months
Konaseema,BW-KON-00658,253.8,9.8,15.0,4.7,Sandy Clay,Coastal Andhra,354.5,1,67.1,6.14,7.2,2691,15.3,100.0,High,1
Konaseema,BW-KON-00659,117.3,5.0,5.7,15.0,Sandy Clay,Coastal Andhra,552.3,4,57.4,1.22,6.9,3103,5.0,41.7,Medium,1
Konaseema,BW-KON-00660,277.1,15.4,40.1,5.2,Sandy Clay,Coastal Andhra,756.0,5,84.2,14.33,9.1,3004,37.2,100.0,High,1
Konaseema,BW-KON-00661,162.6,5.5,5.8,8.5,Sandy Clay,Coastal Andhra,399.0,1,58.3,3.38,8.1,2683,2.8,57.8,Medium,1
Konaseema,BW-KON-00662,336.1,5.0,5.1,4.4,Sandy Loam,Coastal Andhra,609.5,3,52.5,1.85,3.6,2948,3.4,26.4,Low,0
Konaseema,BW-KON-00663,296.1,19.6,0.7,13.0,Sandy Clay,Coastal Andhra,637.5,1,52.5,0.1,6.1,3642,0,31.8,Low,0
Konaseema,BW-KON-00664,221.4,5.0,8.2,10.0,Sandy Clay,Coastal Andhra,715.2,2,69.3,4.59,13.9,2614,6.3,78.3,High,1
Konaseema,BW-KON-00665,293.5,7.7,0.0,5.0,Sandy Clay,Coastal Andhra,776.9,3,59.0,1.11,8.1,3007,0.2,21.3,Low,0
Konaseema,BW-KON-00666,187.2,26.7,1.8,6.7,Sandy Loam,Coastal Andhra,626.8,2,53.8,2.42,3.7,2942,1.2,23.6,Low,0
Konaseema,BW-KON-00667,378.1,18.3,12.3,11.1,Sandy Clay,Coastal Andhra,740.5,3,65.3,3.81,7.7,2812,12.7,80.8,High,1
Konaseema,BW-KON-00668,123.8,5.0,29.9,6.8,Sandy Loam,Coastal Andhra,437.7,1,76.6,12.45,9.4,2763,29.0,100.0,High,1
Konaseema,BW-KON-00669,312.7,15.7,2.1,7.4,Sandy Loam,Coastal Andhra,778.1,1,54.3,1.86,7.2,2655,3.1,42.1,Medium,0
Konaseema,BW-KON-00670,271.8,9.5,1.1,7.5,Sandy Loam,Coastal Andhra,684.3,3,54.5,1.87,6.7,2577,1.2,29.8,Low,0
Konaseema,BW-KON-00671,218.6,20.5,8.5,8.9,Sandy Loam,Coastal Andhra,616.6,0,54.3,2.89,7.3,3128,7.7,71.2,High,0
Konaseema,BW-KON-00672,378.7,8.5,6.0,11.5,Sandy Loam,Coastal Andhra,576.0,1,61.9,1.31,6.2,3288,5.9,56.0,Medium,1
Konaseema,BW-KON-00673,165.0,11.1,2.5,7.5,Sandy Loam,Coastal Andhra,515.7,2,61.9,2.6,15.0,2703,1.7,61.2,Medium,1
Konaseema,BW-KON-00674,295.3,5.0,15.1,6.6,Sandy Clay,Coastal Andhra,607.7,2,68.2,5.35,6.4,2597,16.4,100.0,High,1
Konaseema,BW-KON-00675,216.6,5.0,9.4,7.5,Sandy Clay,Coastal Andhra,568.0,1,58.3,5.12,5.9,2910,7.7,65.0,High,0
Konaseema,BW-KON-00676,239.5,12.0,10.7,10.7,Sandy Clay,Coastal Andhra,637.3,5,66.2,4.71,2.5,2753,11.6,76.6,High,0
Konaseema,BW-KON-00677,201.5,8.9,2.9,9.1,Sandy Clay,Coastal Andhra,494.5,4,62.1,0.1,8.3,2489,0.8,34.0,Low,0
Konaseema,BW-KON-00678,249.2,14.2,2.3,8.7,Sandy Loam,Coastal Andhra,596.3,2,56.1,2.75,11.0,3020,1.0,43.3,Medium,0
Konaseema,BW-KON-00679,153.0,15.4,0.5,9.1,Sandy Clay,Coastal Andhra,783.2,0,48.4,1.03,0.6,3064,0,34.0,Low,0
Konaseema,BW-KON-00680,84.6,11.3,2.5,12.8,Sandy Clay,Coastal Andhra,633.7,2,62.1,0.69,12.6,3134,3.0,50.5,Medium,0
Konaseema,BW-KON-00681,281.5,7.3,3.0,5.7,Sandy Clay,Coastal Andhra,776.5,3,50.3,1.78,8.2,3138,2.0,29.7,Low,0
Konaseema,BW-KON-00682,365.1,25.9,16.0,5.6,Sandy Clay,Coastal Andhra,478.1,3,65.1,6.74,6.9,2603,12.3,96.6,High,1
Konaseema,BW-KON-00683,383.1,25.9,0.3,3.7,Sandy Clay,Coastal Andhra,543.4,3,51.5,2.33,6.4,2577,2.0,21.5,Low,0
Konaseema,BW-KON-00684,378.5,17.6,3.1,10.9,Sandy Clay,Coastal Andhra,608.6,3,53.7,2.87,7.9,2779,1.8,36.9,Medium,0
Konaseema,BW-KON-00685,333.6,16.5,2.6,4.7,Sandy Clay,Coastal Andhra,884.8,3,48.4,1.41,5.1,3385,7.1,24.6,Low,0
Konaseema,BW-KON-00686,274.2,14.9,6.7,4.1,Sandy Loam,Coastal Andhra,557.9,1,49.6,3.29,1.7,3041,6.5,54.7,Medium,1
Konaseema,BW-KON-00687,224.5,5.0,2.8,14.4,Sandy Loam,Coastal Andhra,731.9,1,61.2,3.73,9.3,2521,4.4,58.1,Medium,0
Konaseema,BW-KON-00688,373.4,21.1,0.2,15.4,Sandy Loam,Coastal Andhra,679.5,0,48.3,2.32,6.7,2897,0,40.1,Medium,0
Konaseema,BW-KON-00689,480.5,12.9,3.4,9.5,Sandy Loam,Coastal Andhra,557.1,3,61.7,0.73,9.6,3075,0.5,37.6,Medium,1
Konaseema,BW-KON-00690,345.2,5.0,1.6,15.2,Sandy Clay,Coastal Andhra,531.9,4,57.0,1.38,9.2,3220,2.0,41.3,Medium,0
Konaseema,BW-KON-00691,234.6,6.2,4.8,3.6,Sandy Clay,Coastal Andhra,594.6,1,51.1,3.54,2.1,2768,6.3,42.7,Medium,0
Konaseema,BW-KON-00692,331.0,20.1,9.0,8.5,Sandy Loam,Coastal Andhra,767.7,2,61.4,4.71,8.5,2810,11.8,80.7,High,0
Konaseema,BW-KON-00693,247.7,7.9,2.7,8.8,Sandy Loam,Coastal Andhra,633.6,1,52.4,0.16,9.6,3031,0.9,44.3,Medium,0
West Godavari,BW-WES-00694,73.3,23.3,27.6,3.8,Sandy Loam,Coastal Andhra,300,3,72.8,10.87,1.9,2676,26.8,100.0,High,1
West Godavari,BW-WES-00695,287.1,18.7,2.9,9.8,Sandy Clay,Coastal Andhra,571.5,3,58.9,1.23,8.0,3228,3.1,45.9,Medium,0
West Godavari,BW-WES-00696,181.6,34.4,1.5,7.0,Sandy Clay,Coastal Andhra,493.3,0,49.2,1.76,9.8,2843,0,42.3,Medium,1
West Godavari,BW-WES-00697,278.4,26.2,12.8,9.1,Sandy Loam,Coastal Andhra,501.4,0,61.1,5.85,2.5,2299,12.6,100.0,High,1
West Godavari,BW-WES-00698,457.6,22.0,10.0,6.5,Sandy Clay,Coastal Andhra,567.9,0,57.6,5.2,3.6,2877,10.8,69.6,High,1
West Godavari,BW-WES-00699,338.6,30.0,0.9,7.4,Sandy Loam,Coastal Andhra,372.0,2,52.1,2.66,9.3,2800,3.9,37.1,Medium,1
West Godavari,BW-WES-00700,144.6,12.2,2.0,9.0,Sandy Clay,Coastal Andhra,528.8,0,57.1,2.37,15.3,2755,2.4,72.1,High,1
West Godavari,BW-WES-00701,244.9,14.0,8.5,7.8,Sandy Clay,Coastal Andhra,516.9,3,65.6,2.41,8.6,2769,9.6,61.8,Medium,1
West Godavari,BW-WES-00702,427.8,26.9,3.2,9.1,Sandy Clay,Coastal Andhra,522.7,2,52.7,3.32,4.2,2682,2.7,43.6,Medium,1
West Godavari,BW-WES-00703,257.4,41.2,10.7,5.0,Sandy Loam,Coastal Andhra,520.0,3,54.1,5.0,11.9,2483,15.3,74.9,High,0
West Godavari,BW-WES-00704,300.3,31.4,1.6,8.0,Sandy Clay,Coastal Andhra,432.3,4,54.2,1.04,11.6,1866,1.8,29.2,Low,0
West Godavari,BW-WES-00705,220.8,29.6,27.7,10.9,Sandy Clay,Coastal Andhra,519.8,1,84.2,11.36,3.6,2337,26.3,100.0,High,1
West Godavari,BW-WES-00706,386.6,16.5,1.4,5.7,Sandy Clay,Coastal Andhra,533.3,0,50.0,2.04,9.0,2545,0,36.7,Medium,0
West Godavari,BW-WES-00707,331.4,30.1,1.4,6.8,Sandy Clay,Coastal Andhra,687.8,0,55.5,1.79,9.0,2459,0,50.9,Medium,0
West Godavari,BW-WES-00708,288.5,28.0,1.3,10.5,Sandy Loam,Coastal Andhra,462.7,2,59.2,1.35,13.6,3215,0.5,39.2,Medium,1
West Godavari,BW-WES-00709,368.3,28.8,3.1,7.3,Sandy Loam,Coastal Andhra,439.5,0,52.7,2.25,5.9,2371,3.2,44.6,Medium,0
West Godavari,BW-WES-00710,367.8,35.4,1.8,7.7,Sandy Loam,Coastal Andhra,527.9,1,57.5,3.14,4.6,2663,3.1,52.3,Medium,1
West Godavari,BW-WES-00711,169.9,33.2,5.7,9.0,Sandy Clay,Coastal Andhra,579.6,4,64.5,2.85,9.2,2668,9.6,65.9,High,0
West Godavari,BW-WES-00712,279.2,24.9,0.8,11.1,Sandy Loam,Coastal Andhra,300,0,57.6,1.47,11.3,2371,0,52.4,Medium,1
West Godavari,BW-WES-00713,215.6,30.7,17.7,9.1,Sandy Loam,Coastal Andhra,433.0,2,80.6,9.16,15.2,2557,19.0,100.0,High,1
West Godavari,BW-WES-00714,248.0,34.8,3.6,8.7,Sandy Loam,Coastal Andhra,394.3,3,56.2,3.13,4.2,2689,5.3,39.0,Medium,0
West Godavari,BW-WES-00715,181.1,20.3,1.6,7.3,Sandy Loam,Coastal Andhra,508.7,3,49.2,2.4,5.1,2960,3.0,30.7,Low,0
West Godavari,BW-WES-00716,404.6,20.8,6.8,2.7,Sandy Loam,Coastal Andhra,564.2,1,51.6,2.79,9.0,2638,4.8,42.0,Medium,0
West Godavari,BW-WES-00717,203.0,31.6,0.0,8.6,Sandy Loam,Coastal Andhra,417.6,2,60.6,0.83,16.0,2367,2.9,52.3,Medium,1
West Godavari,BW-WES-00718,280.6,20.6,2.5,11.0,Sandy Clay,Coastal Andhra,428.6,3,59.8,0.24,13.8,2706,0.9,45.7,Medium,1
West Godavari,BW-WES-00719,431.2,19.7,5.4,13.2,Sandy Clay,Coastal Andhra,496.7,3,62.6,2.09,3.5,2488,5.6,56.0,Medium,0
West Godavari,BW-WES-00720,230.7,29.4,3.7,6.6,Sandy Loam,Coastal Andhra,377.2,1,59.2,3.1,8.6,2601,1.8,49.5,Medium,1
West Godavari,BW-WES-00721,297.9,29.0,10.0,11.7,Sandy Loam,Coastal Andhra,632.5,1,59.7,3.82,2.1,2310,10.5,76.1,High,1
West Godavari,BW-WES-00722,298.0,26.5,6.6,15.9,Sandy Loam,Coastal Andhra,527.0,2,61.4,2.11,6.6,2998,5.8,67.9,High,1
West Godavari,BW-WES-00723,307.6,23.0,2.4,4.9,Sandy Clay,Coastal Andhra,573.0,3,49.7,0.53,8.7,2980,3.1,33.1,Low,1
West Godavari,BW-WES-00724,70.7,20.7,3.3,12.8,Sandy Clay,Coastal Andhra,534.5,2,56.1,2.47,1.5,2313,3.1,38.9,Medium,1
West Godavari,BW-WES-00725,270.2,29.9,10.4,7.3,Sandy Clay,Coastal Andhra,467.3,2,63.9,5.48,8.5,2418,14.5,83.8,High,1
West Godavari,BW-WES-00726,327.7,12.7,5.4,7.6,Sandy Clay,Coastal Andhra,516.1,0,57.0,3.34,7.3,2382,4.8,61.6,Medium,0
West Godavari,BW-WES-00727,184.7,28.0,16.2,5.9,Sandy Loam,Coastal Andhra,398.4,0,61.7,6.31,6.9,2237,17.4,100.0,High,1
West Godavari,BW-WES-00728,301.5,30.4,3.1,5.5,Sandy Clay,Coastal Andhra,300,3,53.8,1.11,6.4,2372,1.9,22.6,Low,0
West Godavari,BW-WES-00729,289.7,8.9,1.4,11.6,Sandy Clay,Coastal Andhra,535.1,1,46.4,2.09,7.6,3217,2.4,37.9,Medium,0
West Godavari,BW-WES-00730,166.8,28.0,6.6,9.1,Sandy Loam,Coastal Andhra,491.7,1,66.5,4.56,10.2,2244,7.9,82.0,High,0
West Godavari,BW-WES-00731,400.6,27.3,4.0,4.8,Sandy Loam,Coastal Andhra,494.7,4,54.9,1.16,8.8,3110,1.4,42.9,Medium,0
West Godavari,BW-WES-00732,297.0,27.7,4.8,8.0,Sandy Loam,Coastal Andhra,632.2,1,55.9,0.8,8.1,2750,0,47.2,Medium,0
West Godavari,BW-WES-00733,82.6,32.6,6.0,12.2,Sandy Clay,Coastal Andhra,556.3,3,59.7,2.07,14.9,2462,5.6,67.8,High,1
West Godavari,BW-WES-00734,276.7,13.5,12.9,5.5,Sandy Loam,Coastal Andhra,464.7,3,62.6,4.0,11.0,2920,12.7,89.6,High,1
West Godavari,BW-WES-00735,282.3,31.8,10.1,8.5,Sandy Loam,Coastal Andhra,564.5,0,61.3,3.12,4.9,2922,9.5,77.8,High,0
West Godavari,BW-WES-00736,257.6,25.3,0.1,10.7,Sandy Clay,Coastal Andhra,469.9,0,53.9,1.41,4.5,2559,0.2,42.3,Medium,1
West Godavari,BW-WES-00737,319.7,24.2,0.1,4.1,Sandy Loam,Coastal Andhra,515.3,2,51.9,2.27,9.6,2803,0.6,29.0,Low,0
West Godavari,BW-WES-00738,454.0,29.7,0.0,5.7,Sandy Loam,Coastal Andhra,395.5,1,51.8,0.73,7.3,1881,0,35.2,Medium,0
West Godavari,BW-WES-00739,384.2,23.2,6.1,5.1,Sandy Loam,Coastal Andhra,502.9,1,56.7,4.23,9.5,2722,9.9,64.9,Medium,1
West Godavari,BW-WES-00740,223.2,32.3,2.0,3.0,Sandy Loam,Coastal Andhra,471.4,4,54.7,2.0,9.1,2985,4.4,36.5,Medium,0
West Godavari,BW-WES-00741,221.3,19.2,4.0,10.2,Sandy Loam,Coastal Andhra,525.1,0,54.5,3.82,7.7,2564,2.0,52.1,Medium,1
West Godavari,BW-WES-00742,237.6,24.2,3.7,5.1,Sandy Clay,Coastal Andhra,343.8,2,55.1,1.56,14.3,2295,2.4,45.4,Medium,0
West Godavari,BW-WES-00743,512.5,30.9,2.4,8.2,Sandy Clay,Coastal Andhra,387.7,1,62.5,2.51,8.5,2759,3.5,49.7,Medium,1
West Godavari,BW-WES-00744,423.3,14.4,6.4,3.6,Sandy Loam,Coastal Andhra,540.8,0,55.8,3.66,5.7,3038,4.8,61.7,Medium,1
West Godavari,BW-WES-00745,200.8,15.4,0.4,7.6,Sandy Loam,Coastal Andhra,783.0,1,51.0,1.21,11.8,2840,0.1,33.9,Low,0
West Godavari,BW-WES-00746,158.5,27.5,7.1,11.7,Sandy Loam,Coastal Andhra,607.9,2,56.1,2.31,11.2,2494,2.1,58.1,Medium,1
West Godavari,BW-WES-00747,267.8,24.9,4.2,9.7,Sandy Loam,Coastal Andhra,704.7,5,52.4,2.49,16.0,3724,3.3,52.3,Medium,0
West Godavari,BW-WES-00748,283.1,32.2,5.9,8.6,Sandy Loam,Coastal Andhra,496.3,2,62.3,1.77,6.0,2534,5.5,61.1,Medium,1
West Godavari,BW-WES-00749,357.4,24.3,1.6,6.0,Sandy Clay,Coastal Andhra,650.2,0,57.1,2.82,7.0,2454,4.8,57.3,Medium,1
West Godavari,BW-WES-00750,508.1,21.1,7.8,5.9,Sandy Loam,Coastal Andhra,447.7,1,57.2,3.24,7.0,2831,3.9,55.7,Medium,1
West Godavari,BW-WES-00751,370.6,35.2,5.2,8.6,Sandy Clay,Coastal Andhra,689.2,1,60.9,0.84,11.0,2591,4.8,67.5,High,0
West Godavari,BW-WES-00752,319.8,14.7,4.9,5.8,Sandy Loam,Coastal Andhra,516.3,1,51.1,3.69,4.0,2740,1.7,38.9,Medium,1
West Godavari,BW-WES-00753,297.6,35.4,5.7,14.5,Sandy Loam,Coastal Andhra,560.1,4,56.4,3.13,3.5,2673,7.0,48.7,Medium,0
West Godavari,BW-WES-00754,350.3,40.0,2.5,14.4,Sandy Loam,Coastal Andhra,300,1,59.9,1.54,7.8,2311,0,47.0,Medium,0
West Godavari,BW-WES-00755,368.7,23.5,8.2,10.4,Sandy Clay,Coastal Andhra,491.1,2,64.2,5.62,7.2,3121,7.3,66.9,High,1
West Godavari,BW-WES-00756,75.9,25.9,13.9,6.8,Sandy Loam,Coastal Andhra,376.4,1,57.3,4.72,4.5,2141,15.1,83.1,High,1
West Godavari,BW-WES-00757,253.7,27.6,10.0,7.8,Sandy Clay,Coastal Andhra,407.4,1,69.0,4.88,16.8,2628,12.3,100.0,High,1
West Godavari,BW-WES-00758,418.2,21.6,3.5,3.3,Sandy Loam,Coastal Andhra,364.5,1,52.9,1.12,5.1,2402,5.3,37.7,Medium,1
West Godavari,BW-WES-00759,71.9,21.5,1.9,4.0,Sandy Loam,Coastal Andhra,404.3,3,54.4,1.45,7.7,2848,4.4,33.1,Low,0
West Godavari,BW-WES-00760,225.1,34.9,1.8,7.1,Sandy Clay,Coastal Andhra,488.8,3,56.5,1.88,9.1,2044,0.4,29.2,Low,0
West Godavari,BW-WES-00761,303.3,26.8,1.5,10.7,Sandy Clay,Coastal Andhra,556.0,2,62.9,1.19,13.4,3114,1.0,46.3,Medium,0
West Godavari,BW-WES-00762,506.5,32.7,11.1,3.4,Sandy Loam,Coastal Andhra,405.9,1,56.5,4.79,3.2,2669,10.4,69.1,High,1
West Godavari,BW-WES-00763,347.9,28.7,0.0,8.7,Sandy Loam,Coastal Andhra,635.7,4,51.0,0.26,7.2,3310,0,17.8,Low,0
West Godavari,BW-WES-00764,207.1,36.9,1.5,9.4,Sandy Loam,Coastal Andhra,669.6,0,59.4,0.1,9.0,2988,0,45.0,Medium,0
West Godavari,BW-WES-00765,481.1,12.5,15.8,5.2,Sandy Clay,Coastal Andhra,633.4,1,63.7,7.16,8.7,2580,14.1,100.0,High,1
West Godavari,BW-WES-00766,127.4,12.1,2.2,7.2,Sandy Clay,Coastal Andhra,629.3,3,57.1,0.47,7.6,3241,0,39.3,Medium,0
West Godavari,BW-WES-00767,206.2,23.1,4.6,9.8,Sandy Loam,Coastal Andhra,464.7,2,55.6,2.52,8.8,3016,3.5,42.4,Medium,0
West Godavari,BW-WES-00768,90.9,13.9,1.5,7.8,Sandy Clay,Coastal Andhra,803.3,1,54.3,2.7,15.1,3112,2.7,50.7,Medium,0
West Godavari,BW-WES-00769,216.7,30.5,2.1,5.7,Sandy Loam,Coastal Andhra,312.6,4,52.0,1.05,9.3,2223,0.6,11.2,Low,1
West Godavari,BW-WES-00770,180.3,22.6,6.9,3.6,Sandy Loam,Coastal Andhra,702.5,3,55.7,2.39,7.7,2286,6.1,46.0,Medium,0
Eluru,BW-ELU-00771,519.4,68.7,3.1,8.0,Sandy Loam,Coastal Andhra,725.8,3,58.1,2.4,4.4,2638,1.9,47.8,Medium,0
Eluru,BW-ELU-00772,505.1,77.8,3.9,14.0,Sandy Clay,Coastal Andhra,613.4,4,71.4,3.89,15.6,2596,5.5,81.0,High,1
Eluru,BW-ELU-00773,393.5,70.8,5.6,13.8,Sandy Clay,Coastal Andhra,645.8,2,60.9,3.34,6.0,2920,5.0,64.0,Medium,1
Eluru,BW-ELU-00774,315.3,79.9,11.4,11.7,Sandy Clay,Coastal Andhra,671.2,2,69.5,3.92,13.8,2365,11.5,96.7,High,1
Eluru,BW-ELU-00775,345.7,77.5,8.1,7.8,Sandy Clay,Coastal Andhra,488.0,0,56.3,2.87,9.5,2406,1.2,67.5,High,1
Eluru,BW-ELU-00776,200.4,79.0,9.3,7.2,Sandy Loam,Coastal Andhra,614.7,2,59.2,3.02,10.0,2688,8.2,71.4,High,0
Eluru,BW-ELU-00777,373.4,70.1,14.4,9.0,Sandy Clay,Coastal Andhra,829.2,2,67.5,5.34,13.2,2554,13.7,100.0,High,1
Eluru,BW-ELU-00778,243.8,69.2,1.6,4.1,Sandy Loam,Coastal Andhra,638.9,2,49.3,1.59,7.9,2402,2.2,30.3,Low,0
Eluru,BW-ELU-00779,374.6,71.1,5.0,10.0,Sandy Clay,Coastal Andhra,560.2,5,60.2,1.9,4.4,2655,6.1,49.4,Medium,0
Eluru,BW-ELU-00780,244.0,70.1,5.9,9.0,Sandy Clay,Coastal Andhra,673.3,6,58.4,3.43,10.1,2235,6.9,58.1,Medium,1
Eluru,BW-ELU-00781,304.3,78.5,0.1,6.4,Sandy Clay,Coastal Andhra,937.1,2,51.6,0.95,7.3,3340,0,19.0,Low,0
Eluru,BW-ELU-00782,318.8,70.4,0.2,5.8,Sandy Loam,Coastal Andhra,724.3,1,51.5,2.31,8.4,2550,0,37.3,Medium,0
Eluru,BW-ELU-00783,275.3,70.6,3.3,5.8,Sandy Clay,Coastal Andhra,706.6,2,55.7,1.84,3.7,1966,4.1,43.5,Medium,0
Eluru,BW-ELU-00784,219.6,68.4,13.0,11.6,Sandy Clay,Coastal Andhra,854.9,2,70.7,4.35,7.2,2766,14.8,100.0,High,1
Eluru,BW-ELU-00785,329.7,59.5,6.7,9.9,Sandy Loam,Coastal Andhra,711.6,2,62.4,2.32,7.3,2934,6.7,67.1,High,1
Eluru,BW-ELU-00786,394.6,77.5,7.2,8.7,Sandy Loam,Coastal Andhra,767.1,1,63.3,3.71,5.6,2038,5.3,72.5,High,0
Eluru,BW-ELU-00787,292.1,81.3,0.9,8.6,Sandy Loam,Coastal Andhra,605.5,5,48.2,1.75,6.3,2698,2.8,34.7,Low,0
Eluru,BW-ELU-00788,346.1,77.2,1.2,10.3,Sandy Loam,Coastal Andhra,618.2,2,52.3,0.9,6.9,2955,3.4,24.9,Low,0
Eluru,BW-ELU-00789,258.1,75.4,6.2,5.4,Sandy Loam,Coastal Andhra,768.4,2,59.0,4.51,11.7,2814,3.6,57.1,Medium,0
Eluru,BW-ELU-00790,348.3,78.1,1.3,11.0,Sandy Loam,Coastal Andhra,649.0,0,53.8,2.01,7.3,2455,0,45.5,Medium,1
Eluru,BW-ELU-00791,261.2,78.1,1.3,6.9,Sandy Clay,Coastal Andhra,655.8,3,54.7,0.96,8.4,3092,3.2,33.4,Low,0
Eluru,BW-ELU-00792,187.8,88.3,4.2,9.1,Sandy Loam,Coastal Andhra,608.2,2,54.0,1.81,11.3,2045,3.8,56.8,Medium,0
Eluru,BW-ELU-00793,246.0,75.3,10.1,9.4,Sandy Clay,Coastal Andhra,755.9,2,61.2,3.44,0.0,2561,9.5,69.0,High,1
Eluru,BW-ELU-00794,458.0,67.4,6.7,9.4,Sandy Loam,Coastal Andhra,678.8,5,67.2,2.9,10.1,3014,3.9,63.1,Medium,1
Eluru,BW-ELU-00795,333.1,66.3,2.6,13.2,Sandy Clay,Coastal Andhra,758.3,0,57.5,1.61,0.5,2710,5.0,46.1,Medium,0
Eluru,BW-ELU-00796,336.2,81.5,3.0,7.8,Sandy Clay,Coastal Andhra,568.3,6,61.2,1.44,12.1,2734,3.9,41.2,Medium,1
Eluru,BW-ELU-00797,434.3,79.7,1.2,9.0,Sandy Clay,Coastal Andhra,684.0,1,60.2,0.1,7.3,3081,0,35.5,Medium,0
Eluru,BW-ELU-00798,352.0,71.2,6.4,2.1,Sandy Loam,Coastal Andhra,628.5,2,57.6,4.75,7.3,3047,3.4,51.1,Medium,0
Eluru,BW-ELU-00799,135.9,85.9,6.1,10.9,Sandy Loam,Coastal Andhra,784.2,1,56.0,2.56,9.3,2928,3.6,65.6,High,0
Eluru,BW-ELU-00800,362.2,85.0,0.1,8.5,Sandy Loam,Coastal Andhra,662.2,2,58.4,0.37,8.5,2525,0,38.9,Medium,0
Eluru,BW-ELU-00801,300.3,75.5,0.6,6.9,Sandy Loam,Coastal Andhra,734.9,2,56.4,0.1,7.8,2522,2.1,32.6,Low,0
Eluru,BW-ELU-00802,416.2,83.0,5.0,7.8,Sandy Clay,Coastal Andhra,753.9,5,53.1,2.68,6.5,2691,7.0,40.4,Medium,0
Eluru,BW-ELU-00803,352.0,76.5,4.4,12.5,Sandy Loam,Coastal Andhra,713.2,1,59.5,2.94,5.6,2673,9.8,69.8,High,1
Eluru,BW-ELU-00804,286.3,80.5,13.2,11.4,Sandy Loam,Coastal Andhra,832.5,1,67.7,5.48,7.7,3156,12.8,100.0,High,1
Eluru,BW-ELU-00805,400.2,81.1,1.4,9.9,Sandy Loam,Coastal Andhra,540.6,2,52.3,0.9,5.9,2980,0.8,33.1,Low,0
Eluru,BW-ELU-00806,401.8,79.0,7.0,13.9,Sandy Clay,Coastal Andhra,722.1,1,66.8,2.57,10.0,2914,5.8,83.5,High,1
Eluru,BW-ELU-00807,342.9,91.9,1.0,8.7,Sandy Loam,Coastal Andhra,564.8,1,52.9,0.69,9.6,2307,0,34.9,Low,0
Eluru,BW-ELU-00808,495.9,70.5,9.0,9.2,Sandy Loam,Coastal Andhra,818.1,0,57.7,2.79,15.3,2562,7.7,81.2,High,1
Eluru,BW-ELU-00809,225.3,70.5,19.6,8.1,Sandy Loam,Coastal Andhra,638.2,2,65.1,7.59,6.9,2386,20.0,100.0,High,1
Eluru,BW-ELU-00810,202.2,70.0,0.6,7.9,Sandy Loam,Coastal Andhra,709.7,5,55.1,1.58,7.9,3018,1.2,36.2,Medium,0
Eluru,BW-ELU-00811,412.7,80.5,2.2,10.1,Sandy Loam,Coastal Andhra,723.8,1,51.7,2.97,9.7,2719,0,59.2,Medium,0
Eluru,BW-ELU-00812,279.8,76.1,0.4,12.4,Sandy Loam,Coastal Andhra,690.3,0,54.2,2.51,6.2,3099,0.7,49.6,Medium,0
Eluru,BW-ELU-00813,211.2,81.2,5.9,12.3,Sandy Loam,Coastal Andhra,595.1,3,66.7,2.63,9.2,2334,7.4,70.6,High,0
Eluru,BW-ELU-00814,257.5,87.4,3.5,11.8,Sandy Clay,Coastal Andhra,620.7,2,63.6,1.74,12.1,3525,0.9,57.6,Medium,0
Eluru,BW-ELU-00815,328.2,80.6,2.8,6.5,Sandy Clay,Coastal Andhra,778.9,0,58.2,1.46,11.0,2327,0.4,54.4,Medium,0
Eluru,BW-ELU-00816,415.3,74.3,4.5,5.9,Sandy Loam,Coastal Andhra,643.5,0,52.9,2.25,8.1,2505,2.8,51.9,Medium,0
Eluru,BW-ELU-00817,224.4,71.7,12.2,10.1,Sandy Clay,Coastal Andhra,584.4,0,66.4,6.64,14.1,2420,10.6,100.0,High,1
Eluru,BW-ELU-00818,325.0,72.7,3.8,10.5,Sandy Loam,Coastal Andhra,611.7,4,55.6,0.98,2.5,2811,3.2,36.9,Medium,0
Eluru,BW-ELU-00819,355.9,74.6,4.1,3.0,Sandy Clay,Coastal Andhra,721.4,2,53.7,1.5,8.1,2550,1.9,40.3,Medium,0
Eluru,BW-ELU-00820,297.3,81.0,2.4,3.0,Sandy Loam,Coastal Andhra,459.3,1,60.3,2.64,3.9,3060,4.3,51.2,Medium,1
Eluru,BW-ELU-00821,284.6,79.6,11.4,3.5,Sandy Loam,Coastal Andhra,647.7,3,65.9,4.75,8.5,2291,10.2,79.8,High,0
Eluru,BW-ELU-00822,362.7,78.9,3.2,8.3,Sandy Loam,Coastal Andhra,678.6,1,55.1,1.87,9.3,2488,5.5,53.6,Medium,0
Eluru,BW-ELU-00823,301.2,88.1,2.6,8.5,Sandy Loam,Coastal Andhra,619.8,5,53.6,1.32,5.3,2758,1.0,34.9,Low,0
Eluru,BW-ELU-00824,535.4,78.7,7.4,6.9,Sandy Clay,Coastal Andhra,833.5,4,62.1,3.79,5.8,2420,9.6,59.0,Medium,0
Eluru,BW-ELU-00825,137.3,87.3,2.4,4.2,Sandy Loam,Coastal Andhra,711.6,0,55.9,1.07,9.6,2302,4.2,51.5,Medium,1
